,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
15066,"Rua Sabino Anísio da Silveira, 835 - Campeche, Florianópolis - SC",florianopolis,60,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Varanda Jardim Área de serviço ...,R$ 2.700 /mês,R$ 2.700 /mês,R$ 150,2022-06-23 17:18
15067,"Rua Antônio Heil, 605 - Canasvieiras, Florianópolis - SC",florianopolis,42,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Churrasqueira Elevador Ar-condicionado Jardim ...,R$ 1.200 /mês,R$ 1.200 /mês,,2022-06-23 17:18
15068,"Rua das Flores - Canasvieiras, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,-- Vaga,Mobiliado Condomínio fechado Ar-condicionado Jardim Armário na cozinha ...,R$ 1.500 /mês,R$ 1.500 /mês,,2022-06-23 17:18
15069,"Agronômica, Florianópolis - SC",florianopolis,80,2 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Academia Jardim ...,R$ 3.500 /mês,R$ 3.500 /mês,R$ 1,2022-06-23 17:18
15070,"Centro, Florianópolis - SC",florianopolis,145,4 Quartos,3 Banheiros,2 Vagas,Mobiliado Elevador Varanda Garagem Ar-condicionado ...,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 17:18
15071,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15072,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15073,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15074,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15075,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15076,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15077,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15078,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15079,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15080,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15081,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15082,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15083,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15084,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15085,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15086,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15087,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15088,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15089,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15090,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15091,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15092,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15093,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15094,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15095,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15096,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15097,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15098,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15099,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15100,"Centro, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15101,"Ponta das Canas, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Conexão à internet Ar-condicionado,R$ 295 /dia,R$ 295 /dia,,2022-06-23 17:18
15102,"Rua Intendente João Nunes Vieira, 1715 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,115,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Varanda Academia ...,R$ 2.500 /mês,Preço abaixo do mercado,R$ 240,2022-06-23 17:18
15103,"Agronômica, Florianópolis - SC",florianopolis,300,3 Quartos,5 Banheiros,2 Vagas,None,R$ 18.000 /mês,R$ 3.475.000,R$ 1.607,2022-06-23 17:18
15104,"Balneário, Florianópolis - SC",florianopolis,99,3 Quartos,3 Banheiros,2 Vagas,None,R$ 3.900 /mês,R$ 3.900 /mês,R$ 723,2022-06-23 17:18
15105,"Itacorubi, Florianópolis - SC",florianopolis,68,2 Quartos,2 Banheiros,1 Vaga,Elevador Garagem Área de serviço Playground Salão de festas ...,R$ 2.800 /mês,R$ 2.800 /mês,R$ 950,2022-06-23 17:18
15106,"Rua Frei Caneca, 160 - Agronômica, Florianópolis - SC",florianopolis,57,1 Quarto,1 Banheiro,1 Vaga,Playground Academia Interfone Área de serviço,R$ 2.500 /mês,R$ 530.000,R$ 750,2022-06-23 17:18
15107,"Centro, Florianópolis - SC",florianopolis,67,2 Quartos,1 Banheiro,1 Vaga,Churrasqueira Elevador Varanda Jardim Salão de festas ...,R$ 2.450 /mês,R$ 2.450 /mês,R$ 680,2022-06-23 17:18
15108,"Coqueiros, Florianópolis - SC",florianopolis,115,2 Quartos,3 Banheiros,1 Vaga,Varanda Academia Ar-condicionado Jardim Playground ...,R$ 3.700 /mês,R$ 3.700 /mês,R$ 980,2022-06-23 17:18
15109,"Centro, Florianópolis - SC",florianopolis,145,4 Quartos,3 Banheiros,2 Vagas,Elevador Varanda Garagem Área de serviço Cozinha ...,R$ 4.500 /mês,R$ 4.500 /mês,R$ 1.300,2022-06-23 17:18
15110,"Rua Felipe Neves - Estreito, Florianópolis - SC",florianopolis,90,3 Quartos,1 Banheiro,2 Vagas,None,R$ 2.250 /mês,R$ 2.250 /mês,R$ 930,2022-06-23 17:18
15111,"Rua Manoel Mancellos Moura, 402 - Canasvieiras, Florianópolis - SC",florianopolis,60,2 Quartos,2 Banheiros,1 Vaga,Portão eletrônico Aceita animais Ar-condicionado Mobiliado,R$ 2.000 /mês,R$ 2.000 /mês,,2022-06-23 17:18
15112,"Córrego Grande, Florianópolis - SC",florianopolis,100,3 Quartos,2 Banheiros,2 Vagas,Mobiliado Churrasqueira Varanda Academia Garagem ...,R$ 5.300 /mês,R$ 5.300 /mês,R$ 904,2022-06-23 17:18
15113,"Rua João Meirelles, 1298 - Abraão, Florianópolis - SC",florianopolis,64,2 Quartos,2 Banheiros,2 Vagas,Churrasqueira Elevador Academia Área de serviço Playground ...,R$ 2.450 /mês,R$ 2.450 /mês,R$ 380,2022-06-23 17:18
15114,"Agronômica, Florianópolis - SC",florianopolis,57,1 Quarto,1 Banheiro,1 Vaga,Garagem Elevador Interfone Cozinha,R$ 2.300 /mês,R$ 2.300 /mês,R$ 382,2022-06-23 17:18
15115,"Rua Joaquim Nabuco, 1996 - Capoeiras, Florianópolis - SC",florianopolis,50,1 Quarto,1 Banheiro,1 Vaga,Cozinha Área de serviço,R$ 1.300 /mês,R$ 1.300 /mês,,2022-06-23 17:18
15116,"Rua Maria Eduarda - Pantanal, Florianópolis - SC",florianopolis,30,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Churrasqueira Elevador Condomínio fechado Aceita animais ...,R$ 2.100 /mês,R$ 2.100 /mês,R$ 500,2022-06-23 17:18
15117,"Rua Acary Margarida, 241 - Canasvieiras, Florianópolis - SC",florianopolis,60,2 Quartos,2 Banheiros,1 Vaga,Mobiliado Churrasqueira Elevador Condomínio fechado Ar-condicionado ...,R$ 2.000 /mês,R$ 2.000 /mês,R$ 500,2022-06-23 17:18
15118,"Jurerê Internacional, Florianópolis - SC",florianopolis,68,2 Quartos,2 Banheiros,1 Vaga,Armário embutido Sala de jantar,R$ 3.300 /mês,R$ 3.300 /mês,R$ 450,2022-06-23 17:18
15119,"Ponta das Canas, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Conexão à internet Ar-condicionado,R$ 295 /dia,R$ 295 /dia,,2022-06-23 17:18
15120,"Itacorubi, Florianópolis - SC",florianopolis,83,3 Quartos,2 Banheiros,2 Vagas,Playground Salão de festas Sala de jantar Área de serviço,R$ 2.900 /mês,R$ 2.900 /mês,R$ 800,2022-06-23 17:18
15121,"Rua Clorinda Ventimiglia, 550 - Cachoeira do Bom Jesus, Florianópolis - SC",florianopolis,58,2 Quartos,1 Banheiro,1 Vaga,Mobiliado Elevador Condomínio fechado Varanda Garagem ...,R$ 600 /dia,R$ 600 /dia,,2022-06-23 17:18
15122,"Servidão Cisne Real - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,60,2 Quartos,2 Banheiros,1 Vaga,None,R$ 1.400 /mês,R$ 1.400 /mês,,2022-06-23 17:18
15123,"Canasvieiras, Florianópolis - SC",florianopolis,30,1 Quarto,1 Banheiro,-- Vaga,None,R$ 350 /dia,R$ 350 /dia,,2022-06-23 17:18
15124,"Jurerê Internacional, Florianópolis - SC",florianopolis,110,3 Quartos,2 Banheiros,-- Vaga,Piscina Mobiliado Churrasqueira Elevador Varanda ...,R$ 10.000 /mês,R$ 10.000 /mês,R$ 1.500,2022-06-23 17:18
15125,"Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,89,3 Quartos,2 Banheiros,1 Vaga,Academia Jardim Área de serviço Playground Salão de festas ...,R$ 5.100 /mês,R$ 5.100 /mês,R$ 366,2022-06-23 17:18
15126,"Rua Frei Caneca - Agronômica, Florianópolis - SC",florianopolis,61,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Academia ...,R$ 3.250 /mês,R$ 650.000,R$ 755,2022-06-23 17:18
15127,"Rua Antônio Eleutério Vieira - Agronômica, Florianópolis - SC",florianopolis,82,2 Quartos,2 Banheiros,2 Vagas,Elevador Garagem Ar-condicionado Salão de festas Quadra poliesportiva ...,R$ 3.490 /mês,R$ 3.490 /mês,R$ 856,2022-06-23 17:18
15128,"Ponta das Canas, Florianópolis - SC",florianopolis,190,4 Quartos,5 Banheiros,3 Vagas,Elevador,R$ 2.900 /dia,R$ 2.900 /dia,,2022-06-23 17:18
15129,"Rua César Nascimento, 138 - Jurerê, Florianópolis - SC",florianopolis,50,1 Quarto,1 Banheiro,-- Vaga,Mobiliado Varanda Ar-condicionado Jardim Conexão à internet ...,R$ 4.300 /mês,R$ 4.300 /mês,,2022-06-23 17:18
15130,"Jurerê, Florianópolis - SC",florianopolis,144,4 Quartos,1 Banheiro,2 Vagas,Piscina Churrasqueira Academia Ar-condicionado Área de serviço ...,R$ 12.000 /mês,R$ 12.000 /mês,R$ 900,2022-06-23 17:18
15131,"Rua João Meirelles, 1213 - Abraão, Florianópolis - SC",florianopolis,140,3 Quartos,4 Banheiros,3 Vagas,Churrasqueira Elevador Academia Jardim Área de serviço ...,R$ 5.000 /mês,R$ 5.000 /mês,R$ 1.363,2022-06-23 17:18
15132,"Canasvieiras, Florianópolis - SC",florianopolis,70,2 Quartos,2 Banheiros,-- Vaga,Condomínio fechado,R$ 1.000 /dia,R$ 1.000 /dia,,2022-06-23 17:18
15133,"Canasvieiras, Florianópolis - SC",florianopolis,73,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 2.900 /mês,R$ 700.000,R$ 680,2022-06-23 17:18
15134,"Rua Osvaldo Climaco - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,45,1 Quarto,1 Banheiro,1 Vaga,None,R$ 1.500 /mês,R$ 1.500 /mês,,2022-06-23 17:18
15135,"Itacorubi, Florianópolis - SC",florianopolis,77,2 Quartos,2 Banheiros,1 Vaga,None,R$ 3.400 /mês,R$ 3.400 /mês,R$ 680,2022-06-23 17:18
15136,"Centro, Florianópolis - SC",florianopolis,200,5 Quartos,7 Banheiros,2 Vagas,Ar-condicionado Cozinha Elevador Lavanderia Área de serviço,R$ 15.000 /mês,R$ 3.000.000,R$ 2.276,2022-06-23 17:18
15137,"Ponta das Canas, Florianópolis - SC",florianopolis,40,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Conexão à internet Ar-condicionado,R$ 295 /dia,R$ 295 /dia,,2022-06-23 17:18
15138,"Rua Intendente João Nunes Vieira, 1715 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,115,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Varanda Academia ...,R$ 2.500 /mês,Preço abaixo do mercado,R$ 240,2022-06-23 17:18
15139,"Agronômica, Florianópolis - SC",florianopolis,300,3 Quartos,5 Banheiros,2 Vagas,None,R$ 18.000 /mês,R$ 3.475.000,R$ 1.607,2022-06-23 17:18
15140,"Balneário, Florianópolis - SC",florianopolis,99,,,,None,None,None,,2022-06-23 17:18
15141,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15142,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15143,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15144,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15145,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15146,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15147,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15148,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15149,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15150,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15151,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15152,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15153,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15154,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15155,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15156,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15157,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15158,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:18
15159,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15160,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15161,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15162,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15163,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15164,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15165,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15166,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15167,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15168,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15169,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15170,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15171,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15172,"Balneário, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15173,"Lagoa da Conceição, Florianópolis - SC",florianopolis,25,1 Quarto,1 Banheiro,-- Vaga,Lavanderia,R$ 1.150 /mês,R$ 1.150 /mês,,2022-06-23 17:19
15174,"Rua Dante de Patta, 230 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,55,2 Quartos,2 Banheiros,1 Vaga,Portão eletrônico Aceita animais Ar-condicionado Varanda gourmet,R$ 1.800 /mês,R$ 1.800 /mês,R$ 450,2022-06-23 17:19
15175,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,60,1 Quarto,1 Banheiro,-- Vaga,Ar-condicionado Cozinha americana Mobiliado,None,None,,2022-06-23 17:19
15176,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15177,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15178,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15179,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15180,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15181,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15182,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15183,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15184,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15185,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15186,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15187,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15188,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15189,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15190,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15191,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15192,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15193,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15194,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15195,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15196,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15197,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15198,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15199,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15200,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15201,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15202,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15203,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15204,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15205,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15206,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15207,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15208,"Rodovia Jornalista Manoel de Menezes - Lagoa da Conceição, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15209,"Trindade, Florianópolis - SC",florianopolis,16,1 Quarto,1 Banheiro,-- Vaga,None,R$ 1.800 /mês,R$ 1.800 /mês,,2022-06-23 17:19
15210,"Rua Anita Garibaldi - Centro, Florianópolis - SC",florianopolis,105,2 Quartos,2 Banheiros,1 Vaga,None,R$ 1.800 /mês,R$ 1.800 /mês,R$ 870,2022-06-23 17:19
15211,"Canto, Florianópolis - SC",florianopolis,125,3 Quartos,3 Banheiros,1 Vaga,None,None,None,,2022-06-23 17:19
15212,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15213,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15214,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15215,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15216,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15217,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15218,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15219,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15220,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15221,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15222,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15223,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15224,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15225,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15226,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15227,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15228,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15229,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15230,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15231,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15232,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15233,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15234,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15235,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15236,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15237,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15238,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15239,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15240,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15241,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15242,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15243,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15244,"Canto, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15245,"Canasvieiras, Florianópolis - SC",florianopolis,50,2 Quartos,1 Banheiro,-- Vaga,Ar-condicionado Condomínio fechado Elevador,R$ 800 /dia,R$ 800 /dia,,2022-06-23 17:19
15246,"Córrego Grande, Florianópolis - SC",florianopolis,90,3 Quartos,2 Banheiros,2 Vagas,Varanda Academia Garagem Jardim Playground ...,None,None,,2022-06-23 17:19
15247,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15248,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15249,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15250,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15251,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15252,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15253,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15254,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15255,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15256,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15257,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15258,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15259,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15260,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15261,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15262,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15263,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15264,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15265,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15266,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
15267,"Córrego Grande, Florianópolis - SC",florianopolis,,,,,None,None,None,,2022-06-23 17:19
