,address,city,area,rooms,bathrooms,garage,amenites,price_rent,condo,crawled_at
5615,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5616,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5617,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5618,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5619,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5620,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5621,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5622,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5623,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5624,"Rua Visconde de Jequitinhonha, 1360 - Boa Viagem, Recife - PE",recife,147,3 Quartos,3 Banheiros,-- Vaga,Piscina Elevador Condomínio_fechado Varanda Aceita_animais ...,R$ 3.950 /mês,,2022-06-23 21:33
5625,"Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",recife,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio_fechado Academia ...,R$ 2.700 /mês,,2022-06-23 21:33
5626,"Parnamirim, Recife - PE",recife,130,3 Quartos,2 Banheiros,2 Vagas,Piscina Área_de_serviço Varanda_fechada_com_vidro Salão_de_festas Armário_embutido ...,R$ 3.700 /mês,,2022-06-23 21:33
5627,"Pina, Recife - PE",recife,57,2 Quartos,2 Banheiros,1 Vaga,None,None,,2022-06-23 21:33
5628,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5629,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5630,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5631,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5632,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5633,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5634,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5635,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5636,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5637,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5638,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5639,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5640,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5641,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5642,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5643,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5644,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5645,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5646,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5647,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5648,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5649,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5650,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5651,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5652,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5653,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5654,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5655,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5656,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5657,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5658,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5659,"Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5660,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,75,3 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio_fechado Academia Aceita_animais ...,R$ 2.800 /mês,R$ 570,2022-06-23 21:33
5661,"Avenida Fernando Simões Barbosa, 668 - Boa Viagem, Recife - PE",recife,94,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Área_de_serviço Interfone ...,R$ 2.300 /mês,R$ 760,2022-06-23 21:33
5662,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5663,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5664,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5665,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5666,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5667,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5668,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5669,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5670,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5671,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5672,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5673,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5674,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5675,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5676,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5677,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5678,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5679,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5680,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5681,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5682,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5683,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5684,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5685,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5686,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5687,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5688,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5689,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5690,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5691,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5692,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5693,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5694,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5695,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5696,"Rua Dom Pedro Henrique - Boa Vista, Recife - PE",recife,34,1 Quarto,2 Banheiros,1 Vaga,Piscina Mobiliado Academia Ar-condicionado Salão_de_festas ...,R$ 2.200 /mês,,2022-06-23 21:33
5697,"Rua do Cupim - Graças, Recife - PE",recife,30,1 Quarto,1 Banheiro,-- Vaga,Piscina,R$ 2.000 /mês,,2022-06-23 21:33
5698,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,46,1 Quarto,,,None,None,,2022-06-23 21:33
5699,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5700,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5701,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5702,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5703,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5704,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5705,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5706,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5707,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5708,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5709,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5710,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5711,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5712,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5713,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5714,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5715,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5716,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5717,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5718,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5719,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5720,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5721,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5722,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5723,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5724,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5725,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5726,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5727,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5728,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5729,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5730,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5731,"Rua Barão de Souza Leão, 1074 - Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5732,"Rua das Graças, 326 - Graças, Recife - PE",recife,98,3 Quartos,3 Banheiros,2 Vagas,Piscina Elevador Condomínio_fechado Academia Aceita_animais ...,R$ 3.200 /mês,,2022-06-23 21:33
5733,"Espinheiro, Recife - PE",recife,178,4 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Aceita_animais Espaço_gourmet Garagem ...,R$ 3.200 /mês,,2022-06-23 21:33
5734,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5735,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5736,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5737,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5738,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5739,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5740,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5741,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5742,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5743,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5744,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5745,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5746,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5747,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5748,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5749,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5750,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5751,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5752,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5753,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5754,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5755,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5756,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5757,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5758,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5759,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5760,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5761,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5762,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5763,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5764,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5765,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5766,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5767,"Espinheiro, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5768,"Rua Desembargador João Paes - Boa Viagem, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio_fechado Ar-condicionado ...,R$ 4.000 /mês,,2022-06-23 21:33
5769,"Rua Bruno Veloso - Boa Viagem, Recife - PE",recife,236,4 Quartos,4 Banheiros,2 Vagas,Condomínio_fechado Portão_eletrônico Ar-condicionado,R$ 3.000 /mês,R$ 2.200,2022-06-23 21:33
5770,"Boa Viagem, Recife - PE",recife,57,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Área_de_serviço Varanda_gourmet Cozinha ...,R$ 4.200 /mês,,2022-06-23 21:33
5771,"Rua Francisco da Cunha, 1747 - Boa Viagem, Recife - PE",recife,98,3 Quartos,4 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Área_de_serviço Cozinha ...,R$ 2.300 /mês,R$ 760,2022-06-23 21:33
5772,"Rua Cosmorama, 446 - Boa Viagem, Recife - PE",recife,32,1 Quarto,1 Banheiro,1 Vaga,Piscina Jardim Condomínio_fechado,R$ 1.700 /mês,,2022-06-23 21:33
5773,"Rua Coronel Anízio Rodrigues Coelho, 660 - Boa Viagem, Recife - PE",recife,35,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Ar-condicionado ...,R$ 1.900 /mês,,2022-06-23 21:33
5774,"Rua da Harmonia, 305 - Casa Amarela, Recife - PE",recife,61,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Varanda Academia ...,R$ 1.700 /mês,R$ 531,2022-06-23 21:33
5775,"Espinheiro, Recife - PE",recife,54,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Condomínio_fechado Academia ...,R$ 2.300 /mês,,2022-06-23 21:33
5776,"Rua do Espinheiro, 690 - Espinheiro, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Academia Aceita_animais ...,R$ 2.400 /mês,,2022-06-23 21:33
5777,"Rua Arnoldo Magalhães, 230 - Casa Amarela, Recife - PE",recife,48,2 Quartos,1 Banheiro,1 Vaga,None,R$ 2.200 /mês,,2022-06-23 21:33
5778,"Rua Dom José Lopes, 66 - Boa Viagem, Recife - PE",recife,115,3 Quartos,3 Banheiros,2 Vagas,Piscina Condomínio_fechado Aceita_animais Ar-condicionado Salão_de_festas ...,R$ 3.900 /mês,,2022-06-23 21:33
5779,"Santo Amaro, Recife - PE",recife,208,4 Quartos,2 Banheiros,-- Vaga,Piscina Academia Playground Varanda_gourmet Piscina_infantil ...,R$ 8.500 /mês,,2022-06-23 21:33
5780,"Rua General Americano Freire, 430 - Boa Viagem, Recife - PE",recife,43,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,R$ 1.900 /mês,R$ 1,2022-06-23 21:33
5781,"Rua Desembargador João Paes, 87 - Boa Viagem, Recife - PE",recife,179,4 Quartos,4 Banheiros,2 Vagas,Elevador Condomínio_fechado Varanda Aceita_animais Ar-condicionado ...,R$ 5.500 /mês,,2022-06-23 21:33
5782,"Rua dos Navegantes, 972 - Boa Viagem, Recife - PE",recife,80,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio_fechado Aceita_animais ...,R$ 6.000 /mês,,2022-06-23 21:33
5783,"Rua Ministro Nelson Hungria, 300 - Boa Viagem, Recife - PE",recife,35,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Condomínio_fechado Ar-condicionado ...,R$ 1.750 /mês,,2022-06-23 21:33
5784,"Rua Capitão Rebelinho, 6 - Pina, Recife - PE",recife,126,3 Quartos,4 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio_fechado Ar-condicionado ...,R$ 5.500 /mês,,2022-06-23 21:33
5785,"Pina, Recife - PE",recife,68,2 Quartos,2 Banheiros,1 Vaga,None,R$ 2.600 /mês,,2022-06-23 21:33
5786,"Rua da Amizade, 217 - Graças, Recife - PE",recife,84,2 Quartos,1 Banheiro,1 Vaga,Elevador Garagem Área_de_serviço Salão_de_festas Conexão_à_internet ...,R$ 1.328 /mês,R$ 806,2022-06-23 21:33
5787,"Avenida República do Líbano, 540 - Pina, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Academia Espaço_gourmet ...,R$ 3.200 /mês,,2022-06-23 21:33
5788,"Rua Viriato Correia - Boa Viagem, Recife - PE",recife,47,2 Quartos,2 Banheiros,1 Vaga,Piscina Elevador Condomínio_fechado Aceita_animais Salão_de_festas ...,R$ 2.200 /mês,,2022-06-23 21:33
5789,"Rua Alfredo de Carvalho, 125 - Espinheiro, Recife - PE",recife,33,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,R$ 2.400 /mês,,2022-06-23 21:33
5790,"Avenida Boa Viagem, 3000 - Boa Viagem, Recife - PE",recife,120,3 Quartos,3 Banheiros,1 Vaga,Mobiliado Elevador Condomínio_fechado Ar-condicionado Portaria_24h ...,R$ 4.500 /mês,,2022-06-23 21:33
5791,"Rua André Rebouças, 106 - Rosarinho, Recife - PE",recife,37,1 Quarto,1 Banheiro,1 Vaga,Piscina Churrasqueira Elevador Condomínio_fechado Aceita_animais ...,R$ 1.800 /mês,,2022-06-23 21:33
5792,"Rua Baltazar Passos, 260 - Boa Viagem, Recife - PE",recife,100,3 Quartos,4 Banheiros,2 Vagas,Elevador Interfone Piscina Sauna,R$ 2.300 /mês,R$ 970,2022-06-23 21:33
5793,"Rua São Salvador, 180 - Espinheiro, Recife - PE",recife,80,3 Quartos,2 Banheiros,-- Vaga,Condomínio_fechado,R$ 2.000 /mês,,2022-06-23 21:33
5794,"Avenida Boa Viagem - Pina, Recife - PE",recife,54,2 Quartos,1 Banheiro,1 Vaga,Mobiliado Churrasqueira Elevador Condomínio_fechado Academia ...,R$ 3.400 /mês,,2022-06-23 21:33
5795,"Rua Antônio de Sá Leitão, 26 - Boa Viagem, Recife - PE",recife,87,2 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Elevador Condomínio_fechado Academia ...,R$ 3.500 /mês,R$ 790,2022-06-23 21:33
5796,"Rua Zeferino Galvão, 100 - Boa Viagem, Recife - PE",recife,120,3 Quartos,2 Banheiros,2 Vagas,Piscina Elevador Condomínio_fechado Academia Aceita_animais ...,R$ 4.500 /mês,,2022-06-23 21:33
5797,"Rua Setúbal, 638 - Boa Viagem, Recife - PE",recife,170,4 Quartos,3 Banheiros,3 Vagas,None,R$ 8.000 /mês,,2022-06-23 21:33
5798,"Rua Piauí, 183 - Poço, Recife - PE",recife,89,3 Quartos,3 Banheiros,2 Vagas,Cozinha Interfone Varanda,R$ 3.900 /mês,,2022-06-23 21:33
5799,"Avenida Fernando Simões Barbosa, 646 - Boa Viagem, Recife - PE",recife,115,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Condomínio_fechado Aceita_animais ...,R$ 3.800 /mês,,2022-06-23 21:33
5800,"Rua Dom Pedro Henrique, 248 - Santo Amaro, Recife - PE",recife,52,2 Quartos,2 Banheiros,1 Vaga,Churrasqueira Elevador Piscina,R$ 2.400 /mês,,2022-06-23 21:33
5801,"Rua Sá e Souza - Boa Viagem, Recife - PE",recife,120,3 Quartos,1 Banheiro,-- Vaga,None,R$ 3.500 /mês,,2022-06-23 21:33
5802,"Avenida República do Líbano, 540 - Pina, Recife - PE",recife,34,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio_fechado Academia ...,R$ 2.500 /mês,,2022-06-23 21:33
5803,"Avenida Conselheiro Rosa e Silva, 1619 - Graças, Recife - PE",recife,72,3 Quartos,3 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Academia Aceita_animais ...,R$ 3.500 /mês,,2022-06-23 21:33
5804,"Rua Desembargador João Paes - Boa Viagem, Recife - PE",recife,50,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio_fechado Ar-condicionado ...,R$ 4.000 /mês,,2022-06-23 21:33
5805,"Rua Bruno Veloso - Boa Viagem, Recife - PE",recife,236,4 Quartos,4 Banheiros,2 Vagas,Condomínio_fechado Portão_eletrônico Ar-condicionado,R$ 3.000 /mês,R$ 2.200,2022-06-23 21:33
5806,"Boa Viagem, Recife - PE",recife,57,,,,None,None,,2022-06-23 21:33
5807,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5808,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5809,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5810,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5811,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5812,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5813,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5814,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5815,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5816,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5817,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5818,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5819,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5820,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5821,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:33
5822,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:34
5823,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:34
5824,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:34
5825,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:34
5826,"Boa Viagem, Recife - PE",recife,,,,,None,None,,2022-06-23 21:34
